id,date,domain,srrank,traffic,unique_year_month
1337,2023-10-15,sashashantel.com,3033138,3,2023-10
1338,2023-11-15,sashashantel.com,2410392,7,2023-11
1339,2023-12-15,sashashantel.com,2221753,9,2023-12
1340,2023-01-15,karlismyunkle.com,4915666,0,2023-01
1341,2023-02-15,karlismyunkle.com,10115720,0,2023-02
1342,2023-03-15,karlismyunkle.com,15934116,0,2023-03
1343,2023-04-15,karlismyunkle.com,1755546,19,2023-04
1344,2023-05-15,karlismyunkle.com,1957267,13,2023-05
1345,2023-06-15,karlismyunkle.com,2021017,12,2023-06
1346,2023-07-15,karlismyunkle.com,2369367,7,2023-07
1347,2023-08-15,karlismyunkle.com,12028125,0,2023-08
1348,2023-09-15,karlismyunkle.com,3068062,3,2023-09
1349,2023-10-15,karlismyunkle.com,1536504,30,2023-10
1350,2023-11-15,karlismyunkle.com,1949975,14,2023-11
1351,2023-12-15,karlismyunkle.com,2121398,10,2023-12
1352,2023-01-15,workingdaddy.co.uk,886578,133,2023-01
1353,2023-02-15,workingdaddy.co.uk,1010460,102,2023-02
1354,2023-03-15,workingdaddy.co.uk,809879,155,2023-03
1355,2023-04-15,workingdaddy.co.uk,1100882,74,2023-04
1356,2023-05-15,workingdaddy.co.uk,850837,124,2023-05
1357,2023-06-15,workingdaddy.co.uk,937144,102,2023-06
1358,2023-07-15,workingdaddy.co.uk,904667,111,2023-07
1359,2023-08-15,workingdaddy.co.uk,783609,146,2023-08
1360,2023-09-15,workingdaddy.co.uk,1191605,59,2023-09
1361,2023-10-15,workingdaddy.co.uk,896028,115,2023-10
1362,2023-11-15,workingdaddy.co.uk,780601,149,2023-11
1363,2023-12-15,workingdaddy.co.uk,36560,11205,2023-12
1402,2023-01-15,rachelbustin.com,147890,2230,2023-01
1403,2023-01-15,beautiful-solutions.co.uk,2755453,6,2023-01
1404,2023-01-15,justwebworld.com,217588,1321,2023-01
1405,2023-01-15,carouseldiary.com,4315461,1,2023-01
1406,2023-01-15,spiritedpuddlejumper.com,1055070,92,2023-01
1407,2023-01-15,threelittlezees.co.uk,1387850,49,2023-01
1408,2023-02-15,rachelbustin.com,157169,2069,2023-02
1409,2023-02-15,beautiful-solutions.co.uk,2995094,4,2023-02
1410,2023-02-15,justwebworld.com,286607,894,2023-02
1411,2023-02-15,carouseldiary.com,3047921,4,2023-02
1412,2023-02-15,threelittlezees.co.uk,1519662,39,2023-02
1413,2023-02-15,spiritedpuddlejumper.com,1053120,93,2023-02
1414,2023-03-15,rachelbustin.com,257774,1025,2023-03
1415,2023-03-15,justwebworld.com,333117,701,2023-03
1416,2023-03-15,beautiful-solutions.co.uk,3586719,2,2023-03
1417,2023-03-15,carouseldiary.com,3134233,3,2023-03
1419,2023-03-15,threelittlezees.co.uk,1442770,41,2023-03
1418,2023-03-15,spiritedpuddlejumper.com,601998,266,2023-03
1420,2023-04-15,beautiful-solutions.co.uk,1878013,16,2023-04
1421,2023-04-15,justwebworld.com,410080,450,2023-04
1422,2023-04-15,carouseldiary.com,3773337,1,2023-04
1423,2023-04-15,spiritedpuddlejumper.com,865977,121,2023-04
1424,2023-04-15,threelittlezees.co.uk,1707895,21,2023-04
1425,2023-04-15,rachelbustin.com,139795,2104,2023-04
1426,2023-05-15,beautiful-solutions.co.uk,2540916,5,2023-05
1427,2023-05-15,justwebworld.com,270567,834,2023-05
1428,2023-05-15,carouseldiary.com,3782510,1,2023-05
1429,2023-05-15,spiritedpuddlejumper.com,831037,131,2023-05
1430,2023-05-15,rachelbustin.com,111025,2797,2023-05
1431,2023-05-15,threelittlezees.co.uk,2993896,3,2023-05
1432,2023-06-15,beautiful-solutions.co.uk,2799028,4,2023-06
1433,2023-06-15,carouseldiary.com,19577776,0,2023-06
1434,2023-06-15,justwebworld.com,223454,1093,2023-06
1435,2023-06-15,spiritedpuddlejumper.com,979163,93,2023-06
1436,2023-06-15,rachelbustin.com,160355,1720,2023-06
1437,2023-06-15,threelittlezees.co.uk,3199516,2,2023-06
1438,2023-07-15,carouseldiary.com,18060269,0,2023-07
1439,2023-07-15,beautiful-solutions.co.uk,2731794,4,2023-07
1440,2023-07-15,justwebworld.com,176056,1510,2023-07
1441,2023-07-15,spiritedpuddlejumper.com,701684,178,2023-07
1442,2023-07-15,rachelbustin.com,172440,1553,2023-07
1443,2023-07-15,threelittlezees.co.uk,2450060,6,2023-07
1444,2023-08-15,beautiful-solutions.co.uk,2597991,5,2023-08
1446,2023-08-15,carouseldiary.com,5624257,0,2023-08
1445,2023-08-15,justwebworld.com,178740,1497,2023-08
1447,2023-08-15,spiritedpuddlejumper.com,830476,132,2023-08
1448,2023-08-15,rachelbustin.com,200967,1277,2023-08
1449,2023-08-15,threelittlezees.co.uk,2281307,8,2023-08
1450,2023-09-15,beautiful-solutions.co.uk,2374450,7,2023-09
1451,2023-09-15,justwebworld.com,278951,788,2023-09
1452,2023-09-15,carouseldiary.com,9512378,0,2023-09
1453,2023-09-15,rachelbustin.com,322204,635,2023-09
1454,2023-09-15,spiritedpuddlejumper.com,655228,198,2023-09
1455,2023-09-15,threelittlezees.co.uk,1822997,17,2023-09
1456,2023-10-15,justwebworld.com,412291,443,2023-10
1457,2023-10-15,carouseldiary.com,9358789,0,2023-10
1458,2023-10-15,rachelbustin.com,706947,178,2023-10
1459,2023-10-15,beautiful-solutions.co.uk,2009321,12,2023-10
1460,2023-10-15,spiritedpuddlejumper.com,240608,993,2023-10
1461,2023-10-15,threelittlezees.co.uk,2356452,7,2023-10
1462,2023-11-15,carouseldiary.com,13138548,0,2023-11
1463,2023-11-15,beautiful-solutions.co.uk,2529214,5,2023-11
1464,2023-11-15,justwebworld.com,639065,216,2023-11
1465,2023-11-15,rachelbustin.com,1073119,78,2023-11
1467,2023-11-15,threelittlezees.co.uk,2309896,8,2023-11
1468,2023-11-15,spiritedpuddlejumper.com,413998,447,2023-11
1466,2023-12-15,beautiful-solutions.co.uk,2579304,5,2023-12
1469,2023-12-15,carouseldiary.com,16500632,0,2023-12
1470,2023-12-15,rachelbustin.com,1018801,84,2023-12
1471,2023-12-15,justwebworld.com,788495,141,2023-12
1472,2023-12-15,spiritedpuddlejumper.com,417494,428,2023-12
1473,2023-12-15,threelittlezees.co.uk,2413505,6,2023-12
1474,2023-01-15,swaay.com,1132254,79,2023-01
1476,2023-01-15,alittleluxuryfor.me,1419544,45,2023-01
1475,2023-01-15,hellowanderer.co.uk,10428545,0,2023-01
1477,2023-01-15,diydaddyblog.com,792839,166,2023-01
1478,2023-02-15,swaay.com,1060249,92,2023-02
1479,2023-02-15,hellowanderer.co.uk,14057917,0,2023-02
1480,2023-02-15,alittleluxuryfor.me,1268130,62,2023-02
1481,2023-02-15,diydaddyblog.com,830329,151,2023-02
1482,2023-03-15,swaay.com,939696,115,2023-03
1483,2023-03-15,hellowanderer.co.uk,14205043,0,2023-03
1484,2023-03-15,alittleluxuryfor.me,1273259,58,2023-03
1485,2023-03-15,diydaddyblog.com,688395,210,2023-03
1486,2023-04-15,swaay.com,287487,773,2023-04
1487,2023-04-15,hellowanderer.co.uk,14091731,0,2023-04
1488,2023-04-15,alittleluxuryfor.me,1484285,33,2023-04
1489,2023-04-15,diydaddyblog.com,735862,167,2023-04
1490,2023-05-15,swaay.com,365052,534,2023-05
1492,2023-05-15,alittleluxuryfor.me,1501236,31,2023-05
1494,2023-06-15,swaay.com,286707,765,2023-06
1495,2023-06-15,alittleluxuryfor.me,1487567,33,2023-06
1498,2023-07-15,swaay.com,493959,327,2023-07
1499,2023-07-15,alittleluxuryfor.me,1388362,41,2023-07
1502,2023-08-15,swaay.com,312381,677,2023-08
1504,2023-08-15,alittleluxuryfor.me,1327261,45,2023-08
1506,2023-09-15,swaay.com,249425,925,2023-09
1508,2023-09-15,alittleluxuryfor.me,1279116,49,2023-09
1510,2023-10-15,swaay.com,421180,428,2023-10
1512,2023-10-15,alittleluxuryfor.me,1683755,22,2023-10
1513,2023-11-15,swaay.com,1153367,67,2023-11
1516,2023-11-15,alittleluxuryfor.me,666717,200,2023-11
1517,2023-12-15,swaay.com,971423,92,2023-12
1519,2023-12-15,alittleluxuryfor.me,546964,273,2023-12
2223,2023-02-15,aaublog.com,1423981,46,2023-02
2224,2023-03-15,aaublog.com,1027770,95,2023-03
2225,2023-04-15,aaublog.com,834897,131,2023-04
2226,2023-05-15,aaublog.com,1408174,39,2023-05
2227,2023-06-15,aaublog.com,1346103,43,2023-06
2228,2023-07-15,aaublog.com,898309,112,2023-07
2229,2023-08-15,aaublog.com,1176065,63,2023-08
2230,2023-09-15,aaublog.com,1315106,45,2023-09
2231,2023-10-15,aaublog.com,1012868,89,2023-10
2232,2023-11-15,aaublog.com,616292,230,2023-11
2233,2023-12-15,aaublog.com,513380,305,2023-12
2234,2023-01-15,stylishlondonliving.co.uk,634443,249,2023-01
2235,2023-02-15,stylishlondonliving.co.uk,669563,226,2023-02
2236,2023-03-15,stylishlondonliving.co.uk,665513,223,2023-03
2237,2023-04-15,stylishlondonliving.co.uk,785849,146,2023-04
2238,2023-05-15,stylishlondonliving.co.uk,835785,129,2023-05
2239,2023-06-15,stylishlondonliving.co.uk,889176,115,2023-06
2240,2023-07-15,stylishlondonliving.co.uk,1116745,71,2023-07
2241,2023-08-15,stylishlondonliving.co.uk,885017,116,2023-08
2242,2023-09-15,stylishlondonliving.co.uk,794688,139,2023-09
2243,2023-10-15,stylishlondonliving.co.uk,873047,119,2023-10
2244,2023-11-15,stylishlondonliving.co.uk,527714,301,2023-11
2245,2023-12-15,stylishlondonliving.co.uk,498966,320,2023-12
2246,2023-01-15,globalmousetravels.com,113694,3141,2023-01
2247,2023-02-15,globalmousetravels.com,122930,2854,2023-02
2248,2023-03-15,globalmousetravels.com,104193,3498,2023-03
2249,2023-04-15,globalmousetravels.com,149795,1920,2023-04
2250,2023-05-15,globalmousetravels.com,172854,1561,2023-05
2251,2023-06-15,globalmousetravels.com,161303,1706,2023-06
2252,2023-07-15,globalmousetravels.com,190758,1355,2023-07
2253,2023-08-15,globalmousetravels.com,189830,1381,2023-08
2254,2023-09-15,globalmousetravels.com,161271,1692,2023-09
2255,2023-10-15,globalmousetravels.com,268807,847,2023-10
2256,2023-11-15,globalmousetravels.com,132658,2265,2023-11
2257,2023-12-15,globalmousetravels.com,119568,2559,2023-12
2258,2023-01-15,amumreviews.co.uk,174632,1785,2023-01
2259,2023-02-15,amumreviews.co.uk,226293,1258,2023-02
2260,2023-03-15,amumreviews.co.uk,219086,1292,2023-03
2261,2023-04-15,amumreviews.co.uk,231606,1057,2023-04
2262,2023-05-15,amumreviews.co.uk,191052,1362,2023-05
2263,2023-06-15,amumreviews.co.uk,155428,1795,2023-06
2264,2023-07-15,amumreviews.co.uk,201078,1261,2023-07
2265,2023-08-15,amumreviews.co.uk,142702,2023,2023-08
2266,2023-09-15,amumreviews.co.uk,345713,571,2023-09
2267,2023-10-15,amumreviews.co.uk,519804,304,2023-10
2268,2023-11-15,amumreviews.co.uk,422096,433,2023-11
2269,2023-12-15,amumreviews.co.uk,569946,255,2023-12
2270,2023-01-15,fadedspring.co.uk,1158765,75,2023-01
2271,2023-02-15,fadedspring.co.uk,1335147,55,2023-02
2272,2023-03-15,fadedspring.co.uk,990335,103,2023-03
2273,2023-04-15,fadedspring.co.uk,1086375,75,2023-04
2274,2023-05-15,fadedspring.co.uk,558610,268,2023-05
2275,2023-06-15,fadedspring.co.uk,733360,166,2023-06
2276,2023-07-15,fadedspring.co.uk,970070,94,2023-07
2277,2023-08-15,fadedspring.co.uk,870501,119,2023-08
2278,2023-09-15,fadedspring.co.uk,1046218,79,2023-09
2279,2023-10-15,fadedspring.co.uk,691551,185,2023-10
2280,2023-11-15,fadedspring.co.uk,362676,550,2023-11
2281,2023-12-15,fadedspring.co.uk,529354,289,2023-12
2282,2023-01-15,dontcrampmystyle.co.uk,2408753,9,2023-01
2283,2023-02-15,dontcrampmystyle.co.uk,1965352,18,2023-02
2284,2023-03-15,dontcrampmystyle.co.uk,1000581,101,2023-03
2285,2023-04-15,dontcrampmystyle.co.uk,1278906,51,2023-04
2286,2023-05-15,dontcrampmystyle.co.uk,1480894,33,2023-05
2287,2023-06-15,dontcrampmystyle.co.uk,1096939,74,2023-06
2288,2023-07-15,dontcrampmystyle.co.uk,1693016,22,2023-07
2289,2023-08-15,dontcrampmystyle.co.uk,1628967,25,2023-08
2290,2023-09-15,dontcrampmystyle.co.uk,1544327,29,2023-09
2291,2023-10-15,dontcrampmystyle.co.uk,999469,91,2023-10
2292,2023-11-15,dontcrampmystyle.co.uk,1162752,65,2023-11
2293,2023-12-15,dontcrampmystyle.co.uk,1293331,47,2023-12
2294,2023-01-15,glassofbubbly.com,147668,2235,2023-01
2295,2023-02-15,glassofbubbly.com,167920,1895,2023-02
2296,2023-03-15,glassofbubbly.com,172486,1797,2023-03
2297,2023-04-15,glassofbubbly.com,134331,2218,2023-04
2298,2023-05-15,glassofbubbly.com,137197,2123,2023-05
2299,2023-06-15,glassofbubbly.com,188773,1381,2023-06
2300,2023-07-15,glassofbubbly.com,161793,1693,2023-07
2301,2023-08-15,glassofbubbly.com,201516,1272,2023-08
1491,2023-05-15,hellowanderer.co.uk,13794778,0,2023-05
1496,2023-06-15,hellowanderer.co.uk,14164527,0,2023-06
1501,2023-07-15,hellowanderer.co.uk,14401937,0,2023-07
1505,2023-08-15,hellowanderer.co.uk,14205747,0,2023-08
1509,2023-09-15,hellowanderer.co.uk,13838717,0,2023-09
1514,2023-10-15,hellowanderer.co.uk,13600962,0,2023-10
1518,2023-11-15,hellowanderer.co.uk,2036382,12,2023-11
1521,2023-12-15,hellowanderer.co.uk,1676350,22,2023-12
2302,2023-09-15,glassofbubbly.com,135860,2127,2023-09
2303,2023-10-15,glassofbubbly.com,237539,1012,2023-10
2304,2023-11-15,glassofbubbly.com,339617,608,2023-11
2305,2023-12-15,glassofbubbly.com,348228,572,2023-12
2306,2023-01-15,ukconstructionblog.co.uk,461856,424,2023-01
2307,2023-02-15,ukconstructionblog.co.uk,504344,371,2023-02
2308,2023-03-15,ukconstructionblog.co.uk,560452,302,2023-03
2309,2023-04-15,ukconstructionblog.co.uk,429300,418,2023-04
2310,2023-05-15,ukconstructionblog.co.uk,528012,295,2023-05
2311,2023-06-15,ukconstructionblog.co.uk,408800,447,2023-06
2312,2023-07-15,ukconstructionblog.co.uk,205969,1219,2023-07
2313,2023-08-15,ukconstructionblog.co.uk,303807,707,2023-08
2314,2023-09-15,ukconstructionblog.co.uk,236545,999,2023-09
2315,2023-10-15,ukconstructionblog.co.uk,212026,1189,2023-10
2316,2023-11-15,ukconstructionblog.co.uk,175048,1571,2023-11
2317,2023-12-15,ukconstructionblog.co.uk,202412,1268,2023-12
2318,2023-01-15,mymoneycottage.com,129763,2646,2023-01
2319,2023-02-15,mymoneycottage.com,147812,2246,2023-02
2320,2023-03-15,mymoneycottage.com,126278,2723,2023-03
2321,2023-04-15,mymoneycottage.com,231616,1057,2023-04
2322,2023-05-15,mymoneycottage.com,224640,1090,2023-05
2323,2023-06-15,mymoneycottage.com,253710,912,2023-06
2324,2023-07-15,mymoneycottage.com,234633,1016,2023-07
2325,2023-08-15,mymoneycottage.com,216080,1153,2023-08
2326,2023-09-15,mymoneycottage.com,239525,981,2023-09
2327,2023-10-15,mymoneycottage.com,276210,815,2023-10
2328,2023-11-15,mymoneycottage.com,273262,842,2023-11
2329,2023-12-15,mymoneycottage.com,392635,474,2023-12
2330,2023-01-15,tipsofbusiness.com,13894696,0,2023-01
2331,2023-02-15,tipsofbusiness.com,10308503,0,2023-02
2332,2023-03-15,tipsofbusiness.com,19892697,0,2023-03
2333,2023-04-15,tipsofbusiness.com,0,0,2023-04
2334,2023-05-15,tipsofbusiness.com,0,0,2023-05
2335,2023-06-15,tipsofbusiness.com,0,0,2023-06
2336,2023-07-15,tipsofbusiness.com,0,0,2023-07
2337,2023-08-15,tipsofbusiness.com,16207343,0,2023-08
2338,2023-09-15,tipsofbusiness.com,0,0,2023-09
2339,2023-10-15,tipsofbusiness.com,17404553,0,2023-10
2340,2023-11-15,tipsofbusiness.com,9782217,0,2023-11
2341,2023-12-15,tipsofbusiness.com,0,0,2023-12
2342,2023-01-15,tantrumstosmiles.co.uk,711581,203,2023-01
2343,2023-02-15,tantrumstosmiles.co.uk,895763,131,2023-02
2344,2023-03-15,tantrumstosmiles.co.uk,923000,119,2023-03
2345,2023-04-15,tantrumstosmiles.co.uk,842593,128,2023-04
2346,2023-05-15,tantrumstosmiles.co.uk,944233,100,2023-05
2347,2023-06-15,tantrumstosmiles.co.uk,920467,107,2023-06
2348,2023-07-15,tantrumstosmiles.co.uk,832507,130,2023-07
2349,2023-08-15,tantrumstosmiles.co.uk,836941,129,2023-08
2350,2023-09-15,tantrumstosmiles.co.uk,957742,95,2023-09
2351,2023-10-15,tantrumstosmiles.co.uk,754086,158,2023-10
2352,2023-11-15,tantrumstosmiles.co.uk,478353,354,2023-11
2353,2023-12-15,tantrumstosmiles.co.uk,388950,481,2023-12
2354,2023-01-15,chelseamamma.co.uk,388879,560,2023-01
2355,2023-02-15,chelseamamma.co.uk,401951,534,2023-02
2356,2023-03-15,chelseamamma.co.uk,343436,668,2023-03
2357,2023-04-15,chelseamamma.co.uk,368993,531,2023-04
2358,2023-05-15,chelseamamma.co.uk,364282,535,2023-05
2359,2023-06-15,chelseamamma.co.uk,236037,1011,2023-06
2360,2023-07-15,chelseamamma.co.uk,360777,540,2023-07
2361,2023-08-15,chelseamamma.co.uk,311009,682,2023-08
2362,2023-09-15,chelseamamma.co.uk,438237,393,2023-09
2363,2023-10-15,chelseamamma.co.uk,305044,704,2023-10
2364,2023-11-15,chelseamamma.co.uk,355840,567,2023-11
2365,2023-12-15,chelseamamma.co.uk,381691,495,2023-12
2366,2023-01-15,modernguy.co.uk,1506301,39,2023-01
2367,2023-02-15,modernguy.co.uk,1559426,36,2023-02
2368,2023-03-15,modernguy.co.uk,1550712,34,2023-03
2369,2023-04-15,modernguy.co.uk,1895382,15,2023-04
2370,2023-05-15,modernguy.co.uk,2071289,11,2023-05
2371,2023-06-15,modernguy.co.uk,1610839,26,2023-06
2372,2023-07-15,modernguy.co.uk,1938033,14,2023-07
2373,2023-08-15,modernguy.co.uk,2062420,11,2023-08
2374,2023-09-15,modernguy.co.uk,2139958,10,2023-09
2375,2023-10-15,modernguy.co.uk,2439322,6,2023-10
2376,2023-11-15,modernguy.co.uk,13212408,0,2023-11
2377,2023-12-15,modernguy.co.uk,3857408,1,2023-12
2378,2023-01-15,countryheartandhome.com,1075062,89,2023-01
2379,2023-02-15,countryheartandhome.com,1072102,90,2023-02
2380,2023-03-15,countryheartandhome.com,1110464,81,2023-03
2381,2023-04-15,countryheartandhome.com,792686,144,2023-04
2382,2023-05-15,countryheartandhome.com,966827,95,2023-05
2383,2023-06-15,countryheartandhome.com,593353,242,2023-06
2384,2023-07-15,countryheartandhome.com,540477,281,2023-07
2385,2023-08-15,countryheartandhome.com,677573,192,2023-08
2386,2023-09-15,countryheartandhome.com,1248542,53,2023-09
2387,2023-10-15,countryheartandhome.com,1325229,46,2023-10
1493,2023-05-15,diydaddyblog.com,754149,157,2023-05
1497,2023-06-15,diydaddyblog.com,753385,157,2023-06
1500,2023-07-15,diydaddyblog.com,695236,181,2023-07
1503,2023-08-15,diydaddyblog.com,776254,149,2023-08
1507,2023-09-15,diydaddyblog.com,1043609,80,2023-09
1511,2023-10-15,diydaddyblog.com,1079163,77,2023-10
1515,2023-11-15,diydaddyblog.com,1140651,69,2023-11
1520,2023-12-15,diydaddyblog.com,1150371,64,2023-12
1552,2023-01-15,businesspartnermagazine.com,2202608,12,2023-01
1553,2023-01-15,letstalkmommy.com,561548,308,2023-01
1554,2023-01-15,blossomeducation.co.uk,2706704,6,2023-01
1555,2023-01-15,lingermagazine.com,15609177,0,2023-01
1556,2023-01-15,mycarheaven.com,292238,865,2023-01
1557,2023-01-15,loveemblog.com,4341635,1,2023-01
1558,2023-01-15,barbaraiweins.com,73198,5502,2023-01
1559,2023-01-15,urbanmatter.com,82772,4707,2023-01
1560,2023-02-15,blossomeducation.co.uk,3256670,3,2023-02
1561,2023-02-15,lingermagazine.com,16064005,0,2023-02
1562,2023-02-15,letstalkmommy.com,645247,242,2023-02
1563,2023-02-15,businesspartnermagazine.com,2627089,7,2023-02
1564,2023-02-15,mycarheaven.com,289683,881,2023-02
1565,2023-02-15,loveemblog.com,18872947,0,2023-02
1566,2023-02-15,barbaraiweins.com,111720,3231,2023-02
1567,2023-03-15,letstalkmommy.com,545463,316,2023-03
1568,2023-03-15,lingermagazine.com,18079919,0,2023-03
1569,2023-02-15,urbanmatter.com,103677,3553,2023-02
1570,2023-03-15,mycarheaven.com,271244,950,2023-03
1571,2023-03-15,blossomeducation.co.uk,3195283,3,2023-03
1572,2023-03-15,barbaraiweins.com,125915,2732,2023-03
1573,2023-03-15,businesspartnermagazine.com,2109458,12,2023-03
1574,2023-03-15,loveemblog.com,2408446,8,2023-03
1575,2023-04-15,letstalkmommy.com,385063,496,2023-04
1576,2023-04-15,lingermagazine.com,14204875,0,2023-04
1577,2023-03-15,urbanmatter.com,126131,2727,2023-03
1578,2023-04-15,mycarheaven.com,289853,764,2023-04
1579,2023-04-15,barbaraiweins.com,161958,1730,2023-04
1580,2023-04-15,blossomeducation.co.uk,7388843,0,2023-04
1581,2023-04-15,businesspartnermagazine.com,2423536,6,2023-04
1582,2023-04-15,loveemblog.com,19055683,0,2023-04
1583,2023-05-15,lingermagazine.com,10111967,0,2023-05
1584,2023-05-15,letstalkmommy.com,449396,385,2023-05
1585,2023-04-15,urbanmatter.com,101688,3177,2023-04
1586,2023-05-15,barbaraiweins.com,100433,3176,2023-05
1587,2023-05-15,mycarheaven.com,259808,884,2023-05
1588,2023-05-15,businesspartnermagazine.com,3417879,1,2023-05
1589,2023-06-15,letstalkmommy.com,446854,388,2023-06
1590,2023-05-15,blossomeducation.co.uk,15001082,0,2023-05
1591,2023-05-15,urbanmatter.com,105576,2983,2023-05
1592,2023-06-15,lingermagazine.com,12288870,0,2023-06
1593,2023-05-15,loveemblog.com,11052966,0,2023-05
1594,2023-06-15,barbaraiweins.com,115839,2631,2023-06
1595,2023-06-15,mycarheaven.com,241169,981,2023-06
1596,2023-06-15,businesspartnermagazine.com,2983817,3,2023-06
1597,2023-07-15,letstalkmommy.com,539010,282,2023-07
1599,2023-06-15,blossomeducation.co.uk,7361901,0,2023-06
1598,2023-06-15,urbanmatter.com,82889,4026,2023-06
1600,2023-07-15,lingermagazine.com,16575387,0,2023-07
1601,2023-07-15,barbaraiweins.com,105007,2972,2023-07
1602,2023-07-15,mycarheaven.com,298302,719,2023-07
1603,2023-06-15,loveemblog.com,11253805,0,2023-06
1604,2023-07-15,businesspartnermagazine.com,14752690,0,2023-07
1605,2023-07-15,blossomeducation.co.uk,15665201,0,2023-07
1606,2023-07-15,urbanmatter.com,23177,19202,2023-07
1607,2023-08-15,letstalkmommy.com,559642,268,2023-08
1608,2023-08-15,barbaraiweins.com,103504,3061,2023-08
1609,2023-08-15,lingermagazine.com,8324701,0,2023-08
1610,2023-07-15,loveemblog.com,13389416,0,2023-07
1611,2023-08-15,businesspartnermagazine.com,2658750,4,2023-08
1612,2023-08-15,mycarheaven.com,273736,823,2023-08
1613,2023-08-15,blossomeducation.co.uk,17402937,0,2023-08
1614,2023-08-15,urbanmatter.com,64765,5520,2023-08
1615,2023-09-15,letstalkmommy.com,793976,139,2023-09
1616,2023-08-15,loveemblog.com,7214159,0,2023-08
1617,2023-09-15,barbaraiweins.com,152194,1831,2023-09
1618,2023-09-15,lingermagazine.com,13950066,0,2023-09
1619,2023-09-15,mycarheaven.com,301918,701,2023-09
1620,2023-09-15,businesspartnermagazine.com,12222119,0,2023-09
1621,2023-09-15,blossomeducation.co.uk,2584142,5,2023-09
1622,2023-09-15,loveemblog.com,3305325,2,2023-09
1623,2023-09-15,urbanmatter.com,232610,1022,2023-09
1624,2023-10-15,letstalkmommy.com,813133,138,2023-10
